0, 2138598
0, 2075136
0, 5234073
0, 4792173
0, 3961496
0, 4463121
0, 3784780
0, 3702792
0, 4240920
0, 4288913
0, 3256798
0, 3570442
0, 3662120
0, 3843225
0, 4350055
0, 3869400
0, 4126977
0, 4723939
0, 4368686
0, 5575033
0, 5017296
0, 4166216
0, 4010944
0, 4474142
0, 3860419
0, 4580511
0, 4151560
0, 4816964
0, 4576302
0, 4385926
0, 4618522
0, 4996092
0, 4729527
0, 4996683
0, 4558215
0, 4757469
0, 5101205
0, 6008407
0, 5328342
0, 5296124
0, 5491098
0, 6023808
0, 5821402
0, 6153195
0, 6274188
0, 6257935
0, 6644886
0, 6525946
0, 6736970
0, 6577667
0, 6675220
0, 6783069
0, 6929050
0, 7139183
0, 6919613
0, 7724434
0, 7031643
0, 7367323
0, 7786739
0, 7576395
0, 7851938
0, 7819864
0, 7975187
0, 8151921
0, 7739193
0, 7790709
0, 8028077
0, 8147224
0, 8355566
0, 8528195
0, 8729662
0, 8540253
0, 8642449
0, 8475845
0, 9319777
0, 10246244
0, 9395947
0, 9386753
0, 9452044
0, 9678281
0, 9572757
0, 9155226
0, 9466109
0, 9684986
0, 9617091
0, 9685521
0, 9937203
0, 10184925
0, 10001109
0, 10506632
0, 9926579
0, 10892345
0, 9851702
0, 11384711
0, 10914108
0, 10283020
0, 11538211
0, 10622970
0, 10832813
0, 11106275
